symbol,exchange,company_name,isin,face_value,status,group,instrument,listing_date,market_lot,paid_up_value,security_code
WTAL,BSE,Williamson Tea Assam Ltd.,INE222A01012,10.00,Delisted,T ,Equity,,,,508238
ROSINDM,BSE,"Rossell Industries Ltd.,",INE166D01015,10.00,Delisted,B ,Equity,,,,508274
LEDOTEA,BSE,Ledo Tea Co. Ltd.,INE643B01017,10.00,Delisted,XT,Equity,,,,508306
HAWKINCOOK,BSE,Hawkins Cooker Ltd.,INE979B01015,10.00,Active,B ,Equity,,,,508486
WARRENTEA,BSE,Warren Tea Ltd.,INE712A01012,10.00,Active,X ,Equity,,,,508494
COCHMAL,BSE,Cochin Malabar Estates & Indus. Ltd,INE788M01017,10.00,Active,X ,Equity,,,,508571
BESTEAST,BSE,Best Eastern Hotels Limited,INE553F01035,1.00,Active,X ,Equity,,,,508664
NEAGI,BSE,Neelamalai Agro Industries Ltd.,INE605D01012,10.00,Active,X ,Equity,,,,508670
SATELINFO,BSE,Satellite Infoconcepts Limited,-,10.00,Delisted,P ,Equity,,,,508671
UNIQEST,BSE,Unique Estates Developments Co. Ltd,NA          ,10.00,Delisted,P ,Equity,,,,508800
ISTLTD,BSE,IST Limited,INE684B01029,5.00,Active,B ,Equity,,,,508807
GORDONW,BSE,Gordon Woodroffe Ltd.,INE595C01017,5.00,Delisted,B ,Equity,,,,508809
COSMOFIRST,BSE,Cosmo First Limited,INE757A01017,10.00,Active,B ,Equity,,,,508814
FICSCON,BSE,Fics Consultancy Services Ltd,INE651J01013,10.00,Delisted,T ,Equity,,,,508815
ZASIATPR,BSE,"Asiatic Properties Ltd.,",NA          ,10.00,Delisted,Z ,Equity,,,,508833
ZKAMPACO,BSE,Kampani Consultants Ltd.,INE590J01013,10.00,Delisted,T ,Equity,,,,508853
LUSTRTI,BSE,Lustre Tiles Limited,NA          ,10.00,Delisted,P ,Equity,,,,508857
DIAMANT,BSE,Diamant Infrastructure Limited,INE206I01026,2.00,Suspended,XT,Equity,,,,508860
NEWMKTADV,BSE,New Markets Advisory Ltd,INE800K01014,10.00,Active,XT,Equity,,,,508867
APOLLOHOSP,BSE,Apollo Hospitals Enterprises Ltd.,INE437A01024,5.00,Active,A ,Equity,,,,508869
NITINCAST,BSE,Nitin Castings Limited,INE861H01020,5.00,Active,X ,Equity,,,,508875
ZENCAP,BSE,Zenith Capitals Ltd.,INE132N01016,10.00,Delisted,Z ,Equity,,,,508900
NEXOME,BSE,NEXOME CAPITAL MARKETS LIMITED,INE641A01013,10.00,Active,X ,Equity,,,,508905
EVERESTIND,BSE,Everest Industries Ltd.,INE295A01018,10.00,Active,B ,Equity,,,,508906
BELLREMDM,BSE,Bell Remedies Ltd,NA          ,10.00,Delisted,Z ,Equity,,,,508908
ZPROGLEA,BSE,Progressive Metal Forming & Leasing,NA          ,10.00,Delisted,Z ,Equity,,,,508910
ZSNEHCON,BSE,Sneh Construction Ltd.,NA          ,10.00,Delisted,P ,Equity,,,,508912
WINDSCP,BSE,Windsor Capital Markets Ltd,NA          ,10.00,Delisted,Z ,Equity,,,,508914
MIDINDIDM,BSE,Midwest India Industries Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,508916
IRONWOOD,BSE,IRONWOOD EDUCATION LIMITED,INE791H01011,10.00,Active,X ,Equity,,,,508918
MSRINDIA,BSE,MSR India Limited,INE331L01026,5.00,Active,XT,Equity,,,,508922
NORTHPR,BSE,Northern Projects Ltd.,INE01CZ01010,10.00,Delisted,XT,Equity,,,,508924
AIRLTD,BSE,AVISHKAR INFRA REALTY LIMITED,INE433O01024,10.00,Suspended,XT,Equity,,,,508929
AYMSYNTEX,BSE,AYM Syntex Limited,INE193B01039,10.00,Active,B ,Equity,,,,508933
KIRTIMO,BSE,"Kirtimoya Capital Ltd.,",NA          ,10.00,Delisted,Z ,Equity,,,,508937
BLCISER,BSE,Blue Circle Services Ltd.,INE526K01031,10.00,Delisted,XT,Equity,,,,508939
PANCARBON,BSE,Panasonic Carbon India Co.Ltd,INE013E01017,10.00,Active,X ,Equity,,,,508941
FINKURVE,BSE,Finkurve Financial Services Limited,INE734I01027,1.00,Active,B ,Equity,,,,508954
HBLEAS,BSE,HB Leasing & Finance Co. Ltd.,INE549B01016,10.00,Active,X ,Equity,,,,508956
SHRICON,BSE,Shricon Industries Ltd.,INE753D01010,10.00,Active,XT,Equity,,,,508961
TRUSTWAVE,BSE,TRUSTWAVE SECURITIES LIMITED,INE668Y01016,10.00,Active,XT,Equity,,,,508963
MOTOROL,BSE,Motorol (India) Ltd,NA          ,10.00,Delisted,Z ,Equity,,,,508965
SULABEN,BSE,Sulabh Engineers & Services Limited,INE673M01029,1.00,Active,X ,Equity,,,,508969
SPANCO,BSE,Spanco  Ltd.,INE360B01026,10.00,Delisted,Z ,Equity,,,,508976
SPLTECHNO,BSE,SPL Technochem Ltd.,INE481C01010,10.00,Delisted,Z ,Equity,,,,508978
FRONTCAP,BSE,Frontier Capital Limited,INE977E01013,10.00,Active,X ,Equity,,,,508980
LINKSONI,BSE,Linkson International Limited,INE996E01021,5.00,Suspended,Z ,Equity,,,,508982
BHAHODM,BSE,"Bharat Hotels Ltd.,",INE466A01015,10.00,Delisted,B ,Equity,,,,508984
ABACUS,BSE,Abacus Computers Ltd,INE192D01011,10.00,Delisted,Z ,Equity,,,,508987
NAVNETEDUL,BSE,Navneet Education Limited,INE060A01024,2.00,Active,B ,Equity,,,,508989
KEDIACN,BSE,Kedia Construction Co. Ltd.,INE511J01027,5.00,Active,XT,Equity,,,,508993
SATRAPROP,BSE,Satra Properties(India) Ltd,INE086E01021,2.00,Suspended,Z ,Equity,,,,508996
STEERINTER,BSE,Sterling International Enterprises Limited,INE696C01021,1.00,Suspended,Z ,Equity,,,,508998
DAGALEA,BSE,"Daga Leasing & Finance Ltd.,",NA          ,10.00,Delisted,Z ,Equity,,,,509000
EMPHOTR,BSE,Empire Hotels & Resorts Ltd.,NA          ,10.00,Delisted,P ,Equity,,,,509001
TRANOCE,BSE,Transoceanic Properties Ltd.,INE074J01018,10.00,Active,XT,Equity,,,,509003
PAGITLS,BSE,Pagita Leasing & Finance Co. Ltd.,-,10.00,Delisted,P ,Equity,,,,509007
AUSOMENT,BSE,AuSom Enterprise Limited,INE218C01016,10.00,Active,B ,Equity,,,,509009
CHISEL,BSE,Chisel & Hammer (Mobel) Limited,INE426G01016,10.00,Delisted,XT,Equity,,,,509011
THAKRAL,BSE,Thakral Services (India) Limited,INE190F01028,3.00,Active,XT,Equity,,,,509015
RUCHINFRA,BSE,Ruchi Infrastructure Ltd,INE413B01023,1.00,Active,B ,Equity,,,,509020
DOWELEA,BSE,"Dowell Leasing & Finance Ltd.,",NA          ,10.00,Delisted,Z ,Equity,,,,509022
GOLDLEG,BSE,Golden Legand Leasing & Finance Ltd,INE088E01019,10.00,Active,X ,Equity,,,,509024
VJTFEDU,BSE,VJTF Eduservices Limited,INE117F01013,10.00,Active,XT,Equity,,,,509026
ESERVE,BSE,e-Serve International Ltd.,INE784A01011,10.00,Delisted,B ,Equity,,,,509028
JAFLEAS,BSE,"Jafferson Leasing & Finance Ltd.,",NA          ,10.00,Delisted,Z ,Equity,,,,509030
KALPVIND,BSE,Kalpavriksha Industries Ltd.,INE815D01017,10.00,Delisted,XD,Equity,,,,509034
VOLLF,BSE,Voltaire Leasing & Finance Ltd.,INE763D01019,10.00,Active,X ,Equity,,,,509038
NETLINK,BSE,Netlink Solutions (India) Ltd.,INE040F01033,10.00,Active,X ,Equity,,,,509040
TRILIANCE,BSE,TRILIANCE POLYMERS LIMITED,INE778N01016,10.00,Active,XT,Equity,,,,509046
LANCORHOL,BSE,Lancor Holdings Ltd.,INE572G01025,2.00,Active,T ,Equity,,,,509048
INDINFO,BSE,Indian Infotech And Software Ltd.,INE300B01022,1.00,Active,X ,Equity,,,,509051
BANASFN,BSE,Banas Finance Limited,INE521L01030,10.00,Active,X ,Equity,,,,509053
VISAKAIND,BSE,Visaka Industries Ltd.,INE392A01021,2.00,Active,B ,Equity,,,,509055
GHARFIL,BSE,"Ghar Finance & Leasing Co.Ltd.,",NA          ,10.00,Delisted,Z ,Equity,,,,509057
ZHIMATMO,BSE,Himatsingka Motor Works Ltd.,NA          ,10.00,Delisted,P ,Equity,,,,509063
INFOMEDIA,BSE,Infomedia Press Limited,INE669A01022,10.00,Active,B ,Equity,,,,509069
HATHWAYB,BSE,Hathway Bhawani Cabletel & Datacom,INE525B01016,10.00,Active,X ,Equity,,,,509073
PRESSMN,BSE,Pressman Advertising Limited,INE980A01023,2.00,Delisted,T ,Equity,,,,509077
GUFICBIO,BSE,Gufic BioSciences Ltd.,INE742B01025,1.00,Active,B ,Equity,,,,509079
MIDLIND,BSE,"Midland Industries & Leasing Ltd.,",NA          ,10.00,Delisted,Z ,Equity,,,,509083
PHOTON,BSE,Photon Capital Advisors Ltd,INE107J01016,10.00,Suspended,XT,Equity,,,,509084
GROVERLE,BSE,"Grover Leasing Ltd.,",INE930B01018,10.00,Delisted,B ,Equity,,,,509087
HAJIMAN,BSE,"Haji Manzoor Alam Industries Ltd.,",NA          ,10.00,Delisted,Z ,Equity,,,,509094
OSWALEA,BSE,Oswal Leasing Ltd.,INE811Q01018,10.00,Suspended,P ,Equity,,,,509099
ARICONS,BSE,ARI Consolidated Investments Ltd.,INE233I01012,100.00,Delisted,T ,Equity,,,,509110
MODISTO,BSE,Modistone Limited,NA          ,10.00,Delisted,P ,Equity,,,,509117
DUNLOP-B1,BSE,Dunlop India Ltd.,INE509A01012,10.00,Delisted,XT,Equity,,,,509130
GOVINDRU,BSE,Govind Rubber Ltd,INE011C01015,10.00,Delisted,Z ,Equity,,,,509148
GRPLTD,BSE,GRP Limited,INE137I01015,10.00,Active,B ,Equity,,,,509152
INDAG,BSE,Indag Rubber Ltd.,INE802D01023,2.00,Active,X ,Equity,,,,509162
ZKERARUB,BSE,Kerala Rubber & Reclaims Ltd.,NA          ,10.00,Delisted,P ,Equity,,,,509180
MMRUBBR-B,BSE,M.M. Rubber Company Ltd.,INE159E01026,2.00,Active,X ,Equity,,,,509196
PTL,BSE,PTL Enterprises Ltd,INE034D01049,1.00,Active,B ,Equity,,,,509220
TVSSRICHAK,BSE,TVS Srichakra Ltd.,INE421C01016,10.00,Active,B ,Equity,,,,509243
SWASRUB,BSE,Swastik Rubber Products Ltd.,NA          ,10.00,Delisted,P ,Equity,,,,509260
VIKTY,BSE,Vikrant Tyres Ltd.,INE234D01011,10.00,Delisted,B ,Equity,,,,509301
AMZLAUT,BSE,Amzel Automotive Ltd.,INE644G01014,10.00,Delisted,Z ,Equity,,,,509356
ECGIL,BSE,Electric Control Gear (India) Ltd.,INE458C01018,10.00,Delisted,XD,Equity,,,,509358
APTANN,BSE,Andhra Pradesh Tanneries Ltd.,INE628Y01010,10.00,Suspended,XT,Equity,,,,509367
WOPOLIN,BSE,Wopolin Plastic Limited,INE986C01018,10.00,Delisted,T ,Equity,,,,509419
SEL,BSE,Sanathnagar Enterprises Limited,INE367E01033,10.00,Active,X ,Equity,,,,509423
BENARAS,BSE,Benares Hotels Ltd,INE664D01019,10.00,Active,B ,Equity,,,,509438
BELLGRP,BSE,Graphic Charts Ltd.,NA          ,10.00,Delisted,P ,Equity,,,,509440
BHAGWOX,BSE,Bhagwati Oxygen Ltd.,INE026I01010,10.00,Active,X ,Equity,,,,509449
ZBIHAAIR,BSE,Bihar Air Products Ltd,NA          ,10.00,Delisted,P ,Equity,,,,509463
BOMOXY-B1,BSE,BOMBAY OXYGEN INVESTMENTS LIMITED,INE01TL01014,100.00,Active,X ,Equity,,,,509470
CRAVATEX,BSE,Cravatex Ltd.,INE145E01017,10.00,Active,X ,Equity,,,,509472
BOMPAINT,BSE,Bombay Paints Ltd.,INE712D01016,10.00,Delisted,B ,Equity,,,,509475
BRITCAR,BSE,"Britelite Carbon Ltd.,",NA          ,10.00,Delisted,Z ,Equity,,,,509479
BERGEPAINT,BSE,Berger Paints India Ltd,INE463A01038,1.00,Active,A ,Equity,,,,509480
CAPRIHANS,BSE,Caprihans India Ltd.,INE479A01018,10.00,Active,X ,Equity,,,,509486
GRAPHITE,BSE,Graphite India Ltd.,INE371A01025,2.00,Active,A ,Equity,,,,509488
CARONA,BSE,Carona Ltd.,NA          ,100.00,Delisted,P ,Equity,,,,509495
CEMPRO,BSE,Cemindia Projects Limited,INE686A01026,1.00,Active,A ,Equity,,,,509496
CTRNIND,BSE,Centron Industrial Alliance Ltd.,INE450L01024,1.00,Delisted,XT,Equity,,,,509499
DOLPHOT,BSE,Dolphin Hotels Limited,NA          ,10.00,Delisted,P ,Equity,,,,509513
DSPML,BSE,DSP Merrill Lynch Ltd,INE072C01017,10.00,Delisted,B ,Equity,,,,509516
EMPIND,BSE,Empire Industries Ltd.,INE515H01014,10.00,Active,X ,Equity,,,,509525
FALCONTQ,BSE,Falcon Tyres Ltd.,INE511B01024,5.00,Delisted,Z ,Equity,,,,509527
EASTHOT,BSE,"Eastern International Hotels Ltd.,",NA          ,10.00,Delisted,Z ,Equity,,,,509531
GCLARIDDM,BSE,"G.Claridge & Co. Ltd.,",NA          ,100.00,Delisted,Z ,Equity,,,,509545
GRAVISSHO,BSE,Graviss Hospitality Ltd,INE214F01026,2.00,Active,X ,Equity,,,,509546
GAMMONIND,BSE,Gammon India Ltd.,INE259B01020,2.00,Suspended,Z ,Equity,,,,509550
GARFIBRES,BSE,GARWARE TECHNICAL FIBRES LIMITED,INE276A01018,10.00,Active,A ,Equity,,,,509557
GARWAMAR,BSE,Garware Marine Industries Ltd.,INE925D01014,10.00,Active,X ,Equity,,,,509563
GOACARBON,BSE,Goa Carbon Ltd.,INE426D01013,10.00,Active,B ,Equity,,,,509567
ZGOVPOOX,BSE,Govind Poy Oxygen Ltd.,INE00ZH01011,10.00,Delisted,P ,Equity,,,,509586
GRPHIDM,BSE,Graphite India Ltd.,INE535A01017,10.00,Delisted,B ,Equity,,,,509590
HARDCAS,BSE,Hardcastle & Waud Mfg. Co. Ltd.,INE722D01015,10.00,Active,X ,Equity,,,,509597
HLTNRUB,BSE,Hilton Rubbers Ltd.,NA          ,10.00,Delisted,P ,Equity,,,,509613
HINDDORROL,BSE,Hindustan Dorr-Oliver Ltd.,INE551A01022,2.00,Delisted,XT,Equity,,,,509627
HEG,BSE,HEG Ltd.,INE545A01024,2.00,Active,A ,Equity,,,,509631
HINDCOMPOS,BSE,Hindustan Composites Ltd,INE310C01029,5.00,Active,B ,Equity,,,,509635
ZHINDHSG,BSE,Hindustan Housing Co. Ltd.,INE083O01019,25.00,Active,XT,Equity,,,,509650
HINDOXG,BSE,"Hindustan Oxygen Gas Co. Ltd.,",NA          ,100.00,Delisted,Z ,Equity,,,,509660
HOTBENJ,BSE,"Hotel Banjara Ltd.,",NA          ,10.00,Delisted,Z ,Equity,,,,509667
BIRLANU,BSE,BIRLANU LIMITED,INE557A01011,10.00,Active,B ,Equity,,,,509675
INDIAFOI,BSE,India Foils Ltd,INE260A01020,1.00,Delisted,T ,Equity,,,,509684
INDIANCARD,BSE,Indian Card Clothing Ltd,INE061A01014,10.00,Active,B ,Equity,,,,509692
DGPSEC,BSE,DGP Securities Ltd,INE965D01010,10.00,Delisted,B ,Equity,,,,509695
GESTETQ,BSE,"Gestetner (India) Ltd.,",INE223C01016,10.00,Delisted,B ,Equity,,,,509698
KODAKDM,BSE,Kodak India Ltd,INE377A01014,10.00,Delisted,B ,Equity,,,,509704
INTLCONV,BSE,International Conveyors Ltd.,INE575C01027,1.00,Active,B ,Equity,,,,509709
VDOINDIA,BSE,Siemens VDO Automotive Ltd.,INE327F01018,10.00,Delisted,XT,Equity,,,,509711
JAYSREETEA,BSE,Jay Shree Tea & Industries Ltd.,INE364A01020,5.00,Active,B ,Equity,,,,509715
BHURUKA,BSE,Bhuruka Gases Ltd.,INE880D01029,2.50,Delisted,B ,Equity,,,,509728
KOTIC,BSE,Kothari Industrial Corpn. Ltd.,INE972A01020,5.00,Active,XT,Equity,,,,509732
MNDVPEL,BSE,Mandovi Pellets Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,509749
MODRNSH,BSE,Modern Shares and Stockbrokers Ltd.,INE370A01019,10.00,Active,X ,Equity,,,,509760
MAPROIN,BSE,Mapro Industries Ltd,INE848M01019,10.00,Suspended,XT,Equity,,,,509762
OSEASPR,BSE,Oseaspre Consultants Ltd.,INE880P01015,10.00,Active,XT,Equity,,,,509782
NEWINDI,BSE,"New India Industries Ltd.,",NA          ,100.00,Delisted,Z ,Equity,,,,509805
HUHTAMAKI,BSE,HUHTAMAKI INDIA LIMITED,INE275B01026,2.00,Active,B ,Equity,,,,509820
POONHOTDM,BSE,"Poona Industrial Hotel Ltd.,",NA          ,10.00,Delisted,Z ,Equity,,,,509830
PREMSYN,BSE,Premier Synthetics Ltd.,INE940N01012,10.00,Active,X ,Equity,,,,509835
PUNWOOLC,BSE,Punjab Woolcombers Ltd.,INE556C01019,10.00,Delisted,Z ,Equity,,,,509839
RJSHAH,BSE,R.J. Shah & Co. Ltd.,INE712Z01019,10.00,Active,P ,Equity,,,,509845
ROPLAS,BSE,Roplas (India) Ltd.,NA          ,10.00,Delisted,P ,Equity,,,,509854
SHAHCON,BSE,Shah Construction Co. Ltd.,INE02C301011,100.00,Active,X ,Equity,,,,509870
SHALPAINTS,BSE,Shalimar Paints Ltd.,INE849C01026,2.00,Active,B ,Equity,,,,509874
SINNAR,BSE,Sinnar Bidi Udyog Ltd.,INE896E01023,5.00,Active,XT,Equity,,,,509887
SIPORDM,BSE,Siporex India Ltd,INE689D01016,100.00,Delisted,B ,Equity,,,,509890
HINDMILL,BSE,Hindoostan Mills Ltd.,INE832D01020,10.00,Active,X ,Equity,,,,509895
ZSOUTGAS,BSE,Southern Gas Ltd.,INE532U01012,100.00,Active,P ,Equity,,,,509910
TECHCON,BSE,Technojet Consultants Ltd.,INE881P01013,10.00,Active,XT,Equity,,,,509917
ZSHVIJAY,BSE,"Shri Vijayvallabh Holding Ltd.,",NA          ,10.00,Delisted,Z ,Equity,,,,509924
SUPREMEIND,BSE,Supreme Industries Ltd.,INE195A01028,2.00,Active,A ,Equity,,,,509930
THACKER,BSE,Thacker & Co. Ltd.,INE077P01034,1.00,Active,X ,Equity,,,,509945
TRADWIN,BSE,Trade Wings Ltd.,INE961E01017,10.00,Active,XT,Equity,,,,509953
TCI-B1,BSE,TCI Industries Ltd.,-,10.00,Delisted,B ,Equity,,,,509958
UPHOT,BSE,U.P. Hotels Ltd.,INE726E01014,10.00,Active,X ,Equity,,,,509960
VSTIND,BSE,VST Industries Ltd.,INE710A01016,10.00,Active,A ,Equity,,,,509966
UBENGG,BSE,UB Engineering Ltd,INE328C01013,10.00,Delisted,Z ,Equity,,,,509992
SWASTIVI,BSE,Swasti Vinayaka Synthetics Ltd.,INE804A01025,1.00,Active,X ,Equity,,,,510245
MADHUSE,BSE,Madhusudan Securities Ltd,INE856D01011,10.00,Active,X ,Equity,,,,511000
YAMNINV,BSE,Yamini Investments Company Limited,INE457N01025,1.00,Active,XT,Equity,,,,511012
VISHINV,BSE,Vishvakirti Investment Limited,NA          ,10.00,Delisted,Y ,Equity,,,,511014
PREMCAP,BSE,Premier Capital Services Ltd.,INE946K01023,1.00,Suspended,XT,Equity,,,,511016
ZMILGFIN,BSE,MILGREY FINANCE & INVESTMENT LTD,INE679T01013,10.00,Active,X ,Equity,,,,511018
ZSUBWAYF,BSE,Subway Finance & Investment Co. Ltd,INE033F01012,10.00,Delisted,Z ,Equity,,,,511024
GULFODM,BSE,Gulf Oil India Ltd,INE812A01010,10.00,Delisted,B ,Equity,,,,511026
NAGPINV-B,BSE,Asia Pacific Investment Trust Ltd.,-,5.00,Delisted,Z ,Equity,,,,511028
INTEGFIN,BSE,Integrated Finance Company Ltd.,INE787E01016,10.00,Delisted,X ,Equity,,,,511031
JINDRILL,BSE,Jindal Drilling & Industries Ltd.,INE742C01031,5.00,Active,B ,Equity,,,,511034
ZARCOLEA,BSE,Arco Leasing Ltd.,INE955S01019,10.00,Suspended,Z ,Equity,,,,511038
DCLFIDM,BSE,"DCL Finance Ltd.,",INE712C01018,10.00,Delisted,B ,Equity,,,,511041
STDMDCH,BSE,Standard Medical Pharmaceuticals Lt,NA          ,10.00,Delisted,P ,Equity,,,,511042
KUSUMEL,BSE,Kusam Electrical Industies Ltd.,INE175Q01018,10.00,Active,XT,Equity,,,,511048
RANAKEX,BSE,Ranakpurji Exports & Industries Ltd,NA          ,10.00,Delisted,Z ,Equity,,,,511052
FLFININ,BSE,P.L. Finance & Investment Ltd.,NA          ,5.00,Delisted,P ,Equity,,,,511056
VIJAYLE,BSE,"Vijaya Leasing Ltd.,",NA          ,10.00,Delisted,Z ,Equity,,,,511058
JUMBFNL,BSE,Jumbo Finance Ltd.,INE122N01017,10.00,Active,XT,Equity,,,,511060
APLAYA,BSE,Aplaya Creations Limited,INE099M01027,1.00,Delisted,Z ,Equity,,,,511064
SAKTHIFIN,BSE,Sakthi Finance Ltd.,INE302E01014,10.00,Active,X ,Equity,,,,511066
DHFL,BSE,Dewan Housing Finance Corpn. Ltd.,INE202B01012,10.00,Delisted,B ,Equity,,,,511072
EASYFIN,BSE,EASY FINCORP LIMITED,INE407F01018,10.00,Active,Z ,Equity,,,,511074
AEROENTER,BSE,AEROFLEX ENTERPRISES LIMITED,INE065D01027,2.00,Active,B ,Equity,,,,511076
ZTELETEK,BSE,Teletek India Ltd,-,10.00,Delisted,Z ,Equity,,,,511080
MAAJTL,BSE,Maa Jagdambe Tradelinks Limited,INE403N01029,2.00,Suspended,XT,Equity,,,,511082
CIFCO,BSE,CIFCO Finance Limited,NA          ,10.00,Delisted,P ,Equity,,,,511086
ALLMEPR,BSE,All Metal Process & Ind.Ltd.,NA          ,10.00,Suspended,Y ,Equity,,,,511088
JMDVL,BSE,JMD Ventures Limited,INE047E01031,10.00,Active,X ,Equity,,,,511092
TVOLCON,BSE,Tivoli Construction Ltd.,INE747V01014,10.00,Active,XT,Equity,,,,511096
NIVEF,BSE,"Nivena Estate And Finance, Ltd.,",INE678D01019,10.00,Delisted,Z ,Equity,,,,511106
SHIVATEX,BSE,Shiva Texyarn Ltd.,INE705C01020,10.00,Active,B ,Equity,,,,511108
VBDESAI,BSE,V.B.Desai Financial Services Ltd,INE848D01018,10.00,Active,X ,Equity,,,,511110
VALUEMAR,BSE,Valuemart Retail Solutions Limited,INE800F01014,10.00,Delisted,Z ,Equity,,,,511114
QUADRANT,BSE,Quadrant Televentures Limited,INE527B01020,1.00,Active,XT,Equity,,,,511116
1STCUS,BSE,First Custodian Fund (India) Ltd.,INE609B01018,10.00,Active,X ,Equity,,,,511122
DUGARFNDM,BSE,"Dugar Finance India Ltd.,",NA          ,10.00,Delisted,Z ,Equity,,,,511126
GALAXCP,BSE,Galaxy Consolidated Finance Ltd.,NA          ,10.00,Delisted,ZP,Equity,,,,511128
KAMANWALA,BSE,Kamanwala Housing Construction Ltd,INE344D01018,10.00,Active,X ,Equity,,,,511131
KOTHARIFIN,BSE,Kothari World Finance Limited,INE988F01017,10.00,Delisted,XT,Equity,,,,511138
BAJRFIN,BSE,Bajrang Finance Ltd.,INE507J01017,10.00,Delisted,XT,Equity,,,,511139
SANEX,BSE,Santogen Exports Ltd.,INE452D01019,10.00,Delisted,P ,Equity,,,,511141
AXISOL,BSE,AXIS SOLUTIONS LIMITED,INE520G01024,10.00,Active,XT,Equity,,,,511144
WSFX,BSE,WSFX Global Pay Limited,INE549D01012,10.00,Active,X ,Equity,,,,511147
REMITR,BSE,Remi Securities Ltd.,INE592J01019,10.00,Delisted,XT,Equity,,,,511149
ANJANIFOODS,BSE,Anjani Foods Limited,INE096I01021,2.00,Active,X ,Equity,,,,511153
SAFIN,BSE,South Asian Financial Exch. Ltd,NA          ,10.00,Delisted,P ,Equity,,,,511158
SHRIRAMI,BSE,Shriram Investments Ltd,INE401A01012,10.00,Delisted,B ,Equity,,,,511164
ELCONFN,BSE,Elcon Finlease & Industries Ltd.,NA          ,10.00,Delisted,P ,Equity,,,,511167
RKDAGRRTL,BSE,RKD AGRI & RETAIL LIMITED,INE552N01023,1.00,Suspended,XT,Equity,,,,511169
PARSHWANA,BSE,Parshwanath Corporation Limited,INE635I01018,10.00,Active,X ,Equity,,,,511176
SHOPINV-B,BSE,Shoppers Investment & Finance Co. L,NA          ,10.00,Delisted,Z ,Equity,,,,511180
RAJVI,BSE,RAJVI LOGITRADE LIMITED,INE381N01019,10.00,Active,X ,Equity,,,,511185
MILLENNIUM,BSE,Millennium Online Solutions (India) Ltd,INE570N01025,1.00,Active,X ,Equity,,,,511187
ZCANSHR,BSE,Canshare (Unit of CANBANK),NA          ,100.00,Delisted,Z ,Equity,,,,511190
ICDSLTD,BSE,ICDS Ltd.,INE613B01010,10.00,Active,B ,Equity,,,,511194
CANFINHOME,BSE,Can Fin Homes Ltd.,INE477A01020,2.00,Active,A ,Equity,,,,511196
MUNCAPM,BSE,Munoth Capital Market Ltd,INE910G01027,5.00,Active,XT,Equity,,,,511200
IVC,BSE,IL & FS Investment Managers Ltd.,INE050B01023,2.00,Active,B ,Equity,,,,511208
BASILINF,BSE,Basil Infrastructure Projects Limited,INE465D01011,10.00,Delisted,Z ,Equity,,,,511210
LEAFIN,BSE,Leafin India Ltd.,NA          ,10.00,Delisted,P ,Equity,,,,511214
SHRIRAMFIN,BSE,Shriram Finance Limited,INE721A01047,2.00,Active,A ,Equity,,,,511218
CANDBLE,BSE,Candouble (Unit of CANBANK),NA          ,10.00,Delisted,Z ,Equity,,,,511224
TATAFIN,BSE,Tata Finance Ltd,INE265A01011,10.00,Delisted,B ,Equity,,,,511231
CHOLAFIN,BSE,Cholamandalam Investment and Finance Company Ltd,INE121A01024,2.00,Active,A ,Equity,,,,511243
BOMTALKIES,BSE,BOMBAY TALKIES LIMITED,INE910D01024,1.00,Active,X ,Equity,,,,511246
SAGARSYST,BSE,Sagar Systech Ltd.,INE771Z01015,10.00,Active,XT,Equity,,,,511254
ICONIKSPEV,BSE,ICONIK SPORTS AND EVENTS LIMITED,INE088P01015,10.00,Active,XT,Equity,,,,511260
GICRISE,BSE,GIC Rise I (Reg)   open ended not.58909/2000,-,10.00,Delisted,Z ,Equity,,,,511262
GICRIBO,BSE,GIC Rise I-(Cum) open ended not.58909/2000,-,10.00,Delisted,Z ,Equity,,,,511263
NEDBKDM,BSE,"Nedungadi Bank Ltd.,",INE586A01010,10.00,Delisted,B ,Equity,,,,511264
KKUMTFN,BSE,KMF Limited,NA          ,10.00,Delisted,P ,Equity,,,,511270
CEATFIN,BSE,CFL Capital Financial Services Ltd.,INE481A01014,10.00,Delisted,T ,Equity,,,,511272
KIRIF,BSE,Kirloskar Investment & Finance Ltd.,INE195B01018,10.00,Delisted,Z ,Equity,,,,511274
MEFCOM,BSE,Mefcom Agro Industries Ltd,INE188C01011,10.00,Delisted,Z ,Equity,,,,511276
CRBCAP-B1,BSE,CRB Capital Markets Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,511286
GRUH,BSE,GRUH Finance Ltd,INE580B01029,2.00,Delisted,B ,Equity,,,,511288
GLOBFIN,BSE,Global Finance Corporation ltd.,-,10.00,Delisted,Z ,Equity,,,,511296
PALCRED,BSE,Pal Credit & Capital Ltd.,INE983B01025,1.00,Delisted,XT,Equity,,,,511306
PREMINT,BSE,Premium International Finance ltd.,-,10.00,Delisted,P ,Equity,,,,511310
GICCUBN,BSE,GIC Big Value (Cum),-,10.00,Delisted,Z ,Equity,,,,511314
RADKHFI,BSE,Radico Khaitan Finance Ltd.,INE146D01017,10.00,Delisted,B ,Equity,,,,511320
