symbol,exchange,company_name,isin,face_value,status,group,instrument,listing_date,market_lot,paid_up_value,security_code
INDMOTI,BSE,Ind Moti,-,10.00,Delisted,Z ,Equity,,,,511324
ALPICFIN,BSE,Alpic Finance Ltd.,INE429A01013,10.00,Delisted,B ,Equity,,,,511325
VLSFINANCE,BSE,VLS Finance Limited,INE709A01018,10.00,Active,B ,Equity,,,,511333
SANMACDM,BSE,Sanmac Motor Finance Ltd,NA          ,10.00,Delisted,Z ,Equity,,,,511335
APPLECREDT,BSE,Apple Credit Corporation Ltd,INE212A01013,10.00,Delisted,XT,Equity,,,,511339
UCILLEA,BSE,Ucil Leasing Ltd,NA          ,10.00,Delisted,P ,Equity,,,,511343
SYNRGFN,BSE,Synergy Financial Exchange Limited,NA          ,10.00,Delisted,Z ,Equity,,,,511347
INDCEMCAP,BSE,India Cements Capital Limited,INE429D01017,10.00,Active,X ,Equity,,,,511355
KAILASH,BSE,Kailash Auto Finance Ltd,INE410O01022,1.00,Suspended,XT,Equity,,,,511357
ADMANUM,BSE,AD-Manum Finance Ltd,INE556D01017,10.00,Active,X ,Equity,,,,511359
VISHWAFIN,BSE,Vishwamitra Financial Services Limited,INE002I01011,10.00,Delisted,ZP,Equity,,,,511361
MEGLON,BSE,Meglon Infra-Real (India) Ltd.,INE218B01018,10.00,Delisted,XT,Equity,,,,511367
FIRFIN,BSE,First Financial Services Ltd,INE141N01025,1.00,Delisted,XT,Equity,,,,511369
VATCO,BSE,Vatsa Corporations Ltd.,INE522B01013,10.00,Delisted,Z ,Equity,,,,511371
JNFSL,BSE,Jenson & Nicholson Financial Serv.L,INE004D01018,10.00,Delisted,B ,Equity,,,,511373
CONCCAP,BSE,Concert Capital ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,511375
MEHIF,BSE,Mehta Integrated Finance Ltd.,INE240B01012,10.00,Active,X ,Equity,,,,511377
FIDLFIN,BSE,Fidelity Finance Ltd,NA          ,10.00,Delisted,Z ,Equity,,,,511379
HARVFINDM,BSE,Harvest Financials Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,511381
BURBR,BSE,Burr Brown (India) Ltd.,INE474A01019,10.00,Delisted,P ,Equity,,,,511383
IFBFINADM,BSE,IFB Finance Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,511385
VIDEOIND,BSE,Videocon Industries Ltd.,INE703A01011,10.00,Suspended,Z ,Equity,,,,511389
INTRGLB,BSE,Inter Globe Finance Ltd.,INE661M01016,10.00,Active,XT,Equity,,,,511391
DFLINFRA,BSE,DFL Infrastructure Finance Limited,INE071C01019,10.00,Delisted,Z ,Equity,,,,511393
BALATECGL,BSE,Bala Techno Global Limited,INE652B01026,1.00,Delisted,Z ,Equity,,,,511395
MCLTD,BSE,MUNOTH COMMUNICATION LIMITED,INE410E01015,10.00,Active,X ,Equity,,,,511401
SAIJEEV,BSE,Sai Jeevadhara Finance Limited,NA          ,10.00,Delisted,Y ,Equity,,,,511403
MERCARD,BSE,Mercard Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,511409
SHRISTI,BSE,SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,INE472C01027,10.00,Active,X ,Equity,,,,511411
CREST,BSE,CREST VENTURES LIMITED,INE559D01011,10.00,Active,B ,Equity,,,,511413
WEBSITY,BSE,Websity Infosys Ltd.,INE190B01019,10.00,Delisted,B ,Equity,,,,511415
LEASIFN,BSE,Leasing Finance India Ltd.,INE095F01011,10.00,Delisted,Z ,Equity,,,,511417
PINEANIM,BSE,Pine Animation Limited,INE452N01026,1.00,Suspended,XT,Equity,,,,511421
SCHEMFN,BSE,Schematic Finance Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,511425
ATNINTER,BSE,ATN International Ltd.,INE803A01027,4.00,Suspended,T ,Equity,,,,511427
INTEGENT,BSE,Integrated Enterprises (India) Ltd.,INE227A01011,10.00,Delisted,B ,Equity,,,,511429
VAKRANGEE,BSE,Vakrangee Limited,INE051B01021,1.00,Active,A ,Equity,,,,511431
INSTAF,BSE,Insta Finance Limited,INE592M01021,5.00,Delisted,XT,Equity,,,,511433
COIMLAK-B,BSE,Coimbatore Lakshmi Investment & Fin,NA          ,10.00,Delisted,P ,Equity,,,,511435
GUJCRED,BSE,Gujarat Credit Corporation Ltd.,INE034B01019,10.00,Active,X ,Equity,,,,511441
ICICIPR,BSE,ICICI Premier         [Units of ICI,INF346A01018,10.00,Delisted,B ,Equity,,,,511443
VGPFINC,BSE,V G P Finance Limited,NA          ,10.00,Delisted,Z ,Equity,,,,511445
SYLPH,BSE,Sylph Technologies Ltd,INE706F01021,1.00,Active,X ,Equity,,,,511447
DHARFIN,BSE,Dharani Finance Ltd.,INE899D01011,10.00,Active,XT,Equity,,,,511451
ALEXANDER,BSE,Alexander Stamps And Coin Limited,INE191N01012,10.00,Active,X ,Equity,,,,511463
RUSHBCP,BSE,Rushabh Capital & Financial Service,NA          ,10.00,Delisted,Z ,Equity,,,,511469
SHUKDTA,BSE,Shukla Data Technics Ltd.,NA          ,10.00,Delisted,P ,Equity,,,,511471
INDBANK,BSE,Indbank Merchant Banking Services L,INE841B01017,10.00,Active,B ,Equity,,,,511473
BIRCFDM,BSE,Birla Century Finance Ltd.,INE164C01012,10.00,Delisted,B ,Equity,,,,511479
CHEMXSC,BSE,Chemox Securities Ltd.,NA          ,10.00,Delisted,P ,Equity,,,,511485
THAPRFN,BSE,Thapar Finance Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,511487
GANDLEA,BSE,Gandhinagar Leasing And Finance Ltd,INE202J01015,10.00,Delisted,ZP,Equity,,,,511489
SHRYDUS,BSE,SHRYDUS INDUSTRIES LIMITED,INE488C01015,10.00,Active,X ,Equity,,,,511493
YULEFIN,BSE,Yule Financing & Leasing Co. Ltd.,INE490C01011,10.00,Delisted,X ,Equity,,,,511495
ARIHCOR,BSE,Arihant Corporation ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,511497
BHARAT,BSE,BHARAT BHUSHAN FINANCE & COMMODITY BROKERS LIMITED,INE900A01013,10.00,Active,X ,Equity,,,,511501
SECEARTH,BSE,Secure Earth Technologies Limited,INE160B01038,10.00,Delisted,Z ,Equity,,,,511503
CAPTRUST,BSE,Capital Trust Ltd.,INE707C01018,10.00,Active,B ,Equity,,,,511505
USHAKIRA,BSE,Ushakiran Finance Ltd.,INE697C01011,10.00,Active,X ,Equity,,,,511507
VIVOBIOT,BSE,Vivo Bio tech Ltd.,INE380K01017,10.00,Active,X ,Equity,,,,511509
MONEYCF,BSE,Moneycare Finanz ltd.,NA          ,10.00,Delisted,P ,Equity,,,,511511
SARLCRD,BSE,Sarla Credit And Securities Ltd.,NA          ,10.00,Delisted,P ,Equity,,,,511513
SSLINDI,BSE,SSL (India) Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,511515
SURAJSC,BSE,Suraj Securities & Finance Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,511517
TULIPFIN,BSE,Tulip Finance Ltd.,INE955C01013,10.00,Delisted,B ,Equity,,,,511521
VEERHEALTH,BSE,Veerhealth Care Limited,INE882C01035,10.00,Active,X ,Equity,,,,511523
PANINDIAC,BSE,Pan India Corporation Ltd,INE376A01032,10.00,Active,X ,Equity,,,,511525
LALBHFN,BSE,Lalbhai Finance Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,511529
APACFIN,BSE,Asia Pacific Financial Services Ltd,NA          ,10.00,Delisted,Z ,Equity,,,,511531
SAHARAHOUS,BSE,Sahara HousingFina Corporation Ltd.,INE135C01012,10.00,Active,XT,Equity,,,,511533
NDASEC,BSE,NDA Securities ltd.,INE026C01013,10.00,Active,X ,Equity,,,,511535
SUPRATRE,BSE,Supra Trends Limited,INE533B01028,10.00,Active,X ,Equity,,,,511539
PLATIFN,BSE,Platinum Finance Ltd.,NA          ,10.00,Delisted,P ,Equity,,,,511541
GSBFIN,BSE,GSB Finance Ltd.,INE777C01011,10.00,Active,XT,Equity,,,,511543
KIEVFIN,BSE,Kiev Finance Ltd,NA          ,10.00,Delisted,P ,Equity,,,,511547
MORARKFI,BSE,Morarka Finance Ltd.,INE367A01015,10.00,Active,X ,Equity,,,,511549
MONARCH,BSE,Monarch Networth Capital Limited,INE903D01011,10.00,Active,B ,Equity,,,,511551
ONIDA,BSE,Onida Finance Ltd.,INE328B01015,10.00,Delisted,Z ,Equity,,,,511555
PROFINC,BSE,Pro Fin Capital Services Ltd,INE732K01027,1.00,Active,X ,Equity,,,,511557
PUNSUFO,BSE,Punsumi Foils & Components Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,511558
TEAMGTY,BSE,TEAM INDIA GUARANTY LIMITED,INE289C01025,10.00,Active,B ,Equity,,,,511559
INDNAVR,BSE,Ind Navratna,-,10.00,Delisted,Z ,Equity,,,,511561
SANCF,BSE,Sanchay Finvest Ltd,INE654D01010,10.00,Active,Z ,Equity,,,,511563
SOURFIN,BSE,Source Financial Services Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,511569
SODFC,BSE,Som Datt Finance Corporation Ltd.,INE754C01010,10.00,Active,X ,Equity,,,,511571
CRBARIH,BSE,Arihant Mangal Growth Scheme-CRB,NA          ,10.00,Suspended,P ,Equity,,,,511573
AMRUTCR,BSE,Amrut Credit Corporation (India) Lt,NA          ,10.00,Delisted,Z ,Equity,,,,511575
SAVFI,BSE,Savani Financials Ltd.,INE304E01010,10.00,Active,X ,Equity,,,,511577
KINALFN,BSE,Kinjal Finance Ltd,NA          ,10.00,Delisted,Z ,Equity,,,,511583
BEFOUNDMOL,BSE,BEFOUND MOVEMENT LIMITED,INE425F01028,1.00,Active,X ,Equity,,,,511585
AMBSECU,BSE,Ambuja Shipyard & Software Ltd,NA          ,10.00,Delisted,B ,Equity,,,,511587
AVONMORE,BSE,Avonmore Capital & Management Services Limited,INE323B01024,1.00,Active,B ,Equity,,,,511589
SHRACHI,BSE,Shrachi Securities Ltd,INE510C01016,10.00,Delisted,B ,Equity,,,,511591
LIBORDFIN,BSE,Libord Finance Limited,INE212B01011,10.00,Active,XT,Equity,,,,511593
PALSOFT,BSE,Palsoft Infosystems Ltd.,INE969B01016,10.00,Delisted,Z ,Equity,,,,511597
RAUNAFI,BSE,Raunaq Finance Ltd.,NA          ,10.00,Delisted,P ,Equity,,,,511599
YASHMGM,BSE,Yash Management & Satellite Ltd.,INE216B01012,10.00,Active,X ,Equity,,,,511601
ARIHANTCAP,BSE,Arihant Capital Markets Ltd.,INE420B01036,1.00,Active,B ,Equity,,,,511605
BIRSHLEDU,BSE,Birla Shloka Edutech Limited,INE814E01018,10.00,Delisted,Z ,Equity,,,,511607
ISLCONSUL,BSE,ISL Consulting Ltd,INE569B01022,5.00,Active,X ,Equity,,,,511609
DCMFINSERV,BSE,DCM Financial Services Ltd.,INE891B01012,10.00,Active,B ,Equity,,,,511611
HARVIC,BSE,Harvic Management Services (India),INE156D01024,1.00,Delisted,X ,Equity,,,,511613
ICIPOWRDM,BSE,ICICI Power           [Units of ICI,NA          ,10.00,Delisted,Z ,Equity,,,,511617
JIKIND,BSE,JIK Industries Ltd,INE026B01049,10.00,Delisted,Z ,Equity,,,,511618
GANITAK,BSE,Ganipitak Yakshraj Caplease Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,511620
TAURUSN,BSE,Taurus The New Share,NA          ,10.00,Delisted,Z ,Equity,,,,511622
BCLFSER-B,BSE,BCL Financial Services Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,511624
RRFIN,BSE,R.R.Financial Consultants Ltd.,INE229D01011,10.00,Active,XT,Equity,,,,511626
FEDDERSHOL,BSE,FEDDERS HOLDING LIMITED,INE417D01020,1.00,Active,B ,Equity,,,,511628
SAMBHAAV,BSE,Sambhaav Media Ltd.,INE699B01027,1.00,Active,T ,Equity,,,,511630
OLYMTFI,BSE,Olympic Management & Financial Serv,INE091N01014,10.00,Suspended,XT,Equity,,,,511632
DUGARHOU,BSE,Dugar Housing Developments Limited,INE919M01026,10.00,Suspended,XT,Equity,,,,511634
DJSSS,BSE,DJS Stock & Shares Ltd.,INE234E01027,1.00,Active,X ,Equity,,,,511636
MADHURC,BSE,Madhur Capital & Finance Ltd.,INE107C01011,10.00,Delisted,Z ,Equity,,,,511638
SANGHCO,BSE,Sanghi Corporate Services Ltd.,INE998M01012,10.00,Delisted,Z ,Equity,,,,511640
WISEC,BSE,Wisec Global Ltd.,INE638C01015,10.00,Suspended,Z ,Equity,,,,511642
OMEGAIN,BSE,Omega Interactive Technologies Ltd.,INE113B01029,10.00,Active,XT,Equity,,,,511644
VIJACAP,BSE,Vijayshree Capital & Finance Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,511646
ATASECU,BSE,Atash Securities Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,511648
CVILINFRA,BSE,Cvil Infra Ltd,NA          ,10.00,Delisted,P ,Equity,,,,511650
GEMOIL,BSE,Gemmia Oiltech (India) Ltd,INE736I01014,10.00,Delisted,Z ,Equity,,,,511652
SUGALDAM,BSE,Sugal & Damani Share Brokers Ltd.,INE309D01011,10.00,Active,X ,Equity,,,,511654
CYBERSPACE,BSE,Cyberspace Infosys Ltd.,INE063B01026,2.00,Delisted,B ,Equity,,,,511656
NETTLINX,BSE,Nettlinx Ltd.,INE027D01019,10.00,Active,X ,Equity,,,,511658
PREMCAPM,BSE,Premium Capital Market & Investment,INE555D01019,10.00,Suspended,XT,Equity,,,,511660
AJBRO,BSE,A.J.Brothers Ltd.,INE939C01017,10.00,Delisted,Z ,Equity,,,,511662
BGIL,BSE,BGIL Films & Technologies Ltd,INE443D01018,10.00,Active,XT,Equity,,,,511664
MANGFIN,BSE,Mangal Finance Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,511666
FACTENT,BSE,Fact Enterprise  Limited,INE923D01019,10.00,Delisted,Z ,Equity,,,,511668
ADCONCP,BSE,Adcon Capital Services Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,511670
SCANSTL,BSE,Scan Steels Limited,INE099G01011,10.00,Active,X ,Equity,,,,511672
OLYCAP,BSE,Olympia Capitals Ltd.,INE697B01013,10.00,Delisted,X ,Equity,,,,511674
GICHSGFIN,BSE,GIC Housing Finance Ltd.,INE289B01019,10.00,Active,B ,Equity,,,,511676
DAMANFN,BSE,Damania Capital Markets Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,511678
MRRYSFN,BSE,Merry Sharefin Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,511680
IFLPROMOT,BSE,IFL Promoters Ltd,INE326D01031,1.00,Delisted,Z ,Equity,,,,511682
RELIAFN,BSE,Reliable Finstock Services Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,511684
MATHEWE,BSE,Mathew Easow Research Securities Lt,INE963B01019,10.00,Active,XT,Equity,,,,511688
WARNER,BSE,Warner Multimedia Ltd.,INE407B01017,10.00,Delisted,XT,Equity,,,,511690
AJCON,BSE,Ajcon Global Services Ltd.,INE759C01027,1.00,Active,X ,Equity,,,,511692
ALPINFN,BSE,Alpine Capital Services Ltd.,INE118F01011,10.00,Delisted,P ,Equity,,,,511694
CHRTEDCA,BSE,Chartered Capital & Investment Ltd.,INE953B01010,10.00,Active,XT,Equity,,,,511696
BHAGYFN,BSE,Bhagyashree Leasing & Finance Ltd.,INE655F01012,10.00,Delisted,XT,Equity,,,,511698
STANCAP,BSE,Standard Capital Markets Ltd.,INE625D01028,1.00,Active,X ,Equity,,,,511700
YOGI,BSE,YOGI LIMITED,INE290E01011,10.00,Active,X ,Equity,,,,511702
SHRIBFN,BSE,Shree Bhikshu Foundation Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,511704
ACTIONFI,BSE,Action Financial Services (India) L,INE357A01032,10.00,Delisted,Z ,Equity,,,,511706
CUBIFIN,BSE,Cubical Financial Services Ltd.,INE717D01023,2.00,Active,XT,Equity,,,,511710
RELICTEC,BSE,Relic Technologies Ltd.,INE452B01013,10.00,Suspended,XT,Equity,,,,511712
NIMBSPROJ,BSE,Nimbus Projects Limited,INE875B01015,10.00,Active,X ,Equity,,,,511714
INVIGO,BSE,Invigorated Business Consulting Limited,INE359A01012,10.00,Active,X ,Equity,,,,511716
ATHENA,BSE,Athena Financial Services Ltd.,INE139C01014,10.00,Delisted,XD,Equity,,,,511718
CAPMANFI,BSE,Capman Financials Ltd.,INE862D01019,10.00,Delisted,Z ,Equity,,,,511720
SOMANFN,BSE,Somani Swiss Industries Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,511722
BAIDFIN,BSE,BAID FINSERV LIMITED,INE020D01022,2.00,Active,B ,Equity,,,,511724
VIPULLTD,BSE,Vipul Limited,INE946H01037,1.00,Active,B ,Equity,,,,511726
KZLFIN,BSE,K.Z.Leasing & Finance Ltd.,INE006C01015,10.00,Active,X ,Equity,,,,511728
AVASARA,BSE,Avasara Finance Limited,INE759D01017,10.00,Suspended,XT,Equity,,,,511730
PASUFIN,BSE,Pasupati Fincap Ltd.,INE527C01010,10.00,Suspended,XT,Equity,,,,511734
USHDI,BSE,Ushdev International Ltd,INE981D01025,1.00,Suspended,Z ,Equity,,,,511736
MEHSECU,BSE,Mehta Securities Ltd.,INE241B01010,10.00,Suspended,XT,Equity,,,,511738
RFL,BSE,RUPAREL FOOD PRODUCTS LIMITED,INE239B01014,10.00,Active,X ,Equity,,,,511740
UGROCAP,BSE,UGRO CAPITAL LIMITED,INE583D01011,10.00,Active,B ,Equity,,,,511742
FCGL,BSE,FCGL Industries Ltd.,INE281D01012,10.00,Delisted,B ,Equity,,,,511744
KSTRIFN,BSE,Kasturi Finlease & Investment Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,511748
ASCENTEX,BSE,Ascent Exim (India) Ltd.,INE138E01012,10.00,Delisted,X ,Equity,,,,511750
ORTHGFN,BSE,Oriental Housing Development Fin. C,NA          ,10.00,Delisted,Z ,Equity,,,,511752
SAHLIBHFI,BSE,Shalibhadra Finance Ltd.,INE861D01011,10.00,Active,X ,Equity,,,,511754
ABIRAFN,BSE,Abirami Financial Services (India),INE195I01013,10.00,Active,Z ,Equity,,,,511756
MANSIFIN,BSE,Mansi Finance (Chennai) Ltd,INE094E01017,10.00,Active,X ,Equity,,,,511758
SEVENHILL,BSE,Seven Hill Industries Limited,INE518D01025,1.00,Suspended,Z ,Equity,,,,511760
KUBERFN,BSE,Kuber Auto General Finance & Leasin,NA          ,10.00,Delisted,P ,Equity,,,,511762
AASTAFIN,BSE,Aastamangalam Finance Limited,INE819K01014,10.00,Active,X ,Equity,,,,511764
MUTHOOTCAP,BSE,Muthoot Capital Services Ltd.,INE296G01013,10.00,Active,B ,Equity,,,,511766
MASTERTR,BSE,Master Trust Ltd.,INE677D01037,1.00,Active,B ,Equity,,,,511768
ZTRANS23,BSE,TCI Industries Ltd.,-,80.00,Delisted,Z ,Equity,,,,511820
HAREKIN,BSE,Hare Krishna Investment  & Industri,NA          ,10.00,Delisted,Z ,Equity,,,,511832
ZJIWAAPP,BSE,"Jiwa Appliances Ltd.,",NA          ,10.00,Delisted,Z ,Equity,,,,512000
VISNUPR,BSE,"Vishnupriya Agro Industries Ltd.,",NA          ,10.00,Delisted,Z ,Equity,,,,512002
ZNILKENG,BSE,Nilkanth Engineering Ltd.,INE582V01015,10.00,Active,P ,Equity,,,,512004
EFCIL,BSE,EFC (I) LIMITED,INE886D01026,2.00,Active,B ,Equity,,,,512008
ANGFNDM,BSE,"Anagram Finance Limited,",INE033A01013,10.00,Delisted,B ,Equity,,,,512010
TEATIME,BSE,Tea Time Ltd.,INE237U01018,10.00,Delisted,P ,Equity,,,,512011
SOBME,BSE,Sobhagya Merchantile Ltd.,INE754D01018,10.00,Active,X ,Equity,,,,512014
ZEXDONTR,BSE,Exdon Trading Co. Ltd.,INE204I01013,10.00,Delisted,XT,Equity,,,,512017
TTGIL,BSE,TOMORROW TECHNOLOGIES GLOBAL INNOVATIONS LIMITED,INE135H01029,1.00,Active,X ,Equity,,,,512018
ZSARACOM,BSE,Saraswati Commercial (India) Ltd.,INE967G01019,10.00,Active,B ,Equity,,,,512020
WINROC,BSE,Winro Commercial (India) Ltd.,INE837E01019,10.00,Active,XT,Equity,,,,512022
NDMETAL,BSE,N.D.Metal Industries Ltd,INE643D01013,10.00,Suspended,XT,Equity,,,,512024
BANGANGA,BSE,BANGANGA PAPER INDUSTRIES LIMITED,INE767M01029,1.00,Active,X ,Equity,,,,512025
VEGA,BSE,VEGA JEWELLERS LIMITED,INE603D01017,10.00,Active,XT,Equity,,,,512026
SHOTI,BSE,Shonkh Technologies International Ltd,INE735B01011,10.00,Delisted,Z ,Equity,,,,512028
PRISMER,BSE,Prism Mercantile Company Ltd.,-,10.00,Delisted,P ,Equity,,,,512032
KAPILCO,BSE,Kapil Cotex  Ltd.,INE393H01016,10.00,Active,X ,Equity,,,,512036
TCC,BSE,TCC CONCEPT LIMITED,INE887D01016,10.00,Active,B ,Equity,,,,512038
CHEMXCHDM,BSE,"Chemox Chemical Industries Ltd.,",NA          ,10.00,Delisted,Z ,Equity,,,,512042
ROYALIND,BSE,Royal India Corporation Limited,INE510H01015,10.00,Active,X ,Equity,,,,512047
DHANSAFAL,BSE,DHANSAFAL FINSERVE LIMITED,INE195E01020,1.00,Active,X ,Equity,,,,512048
SAGRSLK,BSE,Sagar Silk Industries Ltd.,-,10.00,Delisted,P ,Equity,,,,512050
DRAVIND,BSE,Dravya Industrial Chemicals Ltd.,NA          ,10.00,Delisted,P ,Equity,,,,512058
SHYAM,BSE,Ventura Guaranty Ltd.,INE139J01019,10.00,Active,P ,Equity,,,,512060
ZSANMCOM,BSE,Sanmitra Commercial Ltd.,INE896J01014,10.00,Active,XT,Equity,,,,512062
WARDHEALTH,BSE,WARDWIZARD HEALTHCARE LIMITED,INE048E01013,10.00,Active,P ,Equity,,,,512063
VISVEN,BSE,VISHVPRABHA VENTURES LIMITED,INE762D01011,10.00,Active,X ,Equity,,,,512064
MRUTR,BSE,Mrugesh Trading Ltd.,INE738D01029,1.00,Active,XT,Equity,,,,512065
VISJYTR,BSE,Vishvjyoti Trading Ltd.,INE025N01020,1.00,Delisted,XT,Equity,,,,512067
DECNGOLD,BSE,Deccan Gold Mines Ltd.,INE945F01025,1.00,Active,B ,Equity,,,,512068
ZBIOSTCODM,BSE,"Boistur Commercial Ltd.,",NA          ,10.00,Delisted,Z ,Equity,,,,512069
UPL,BSE,UPL Limited,INE628A01036,2.00,Active,A ,Equity,,,,512070
SUCHTRD,BSE,Suchak Trading Ltd.,INE035G01015,10.00,Delisted,XT,Equity,,,,512075
DOCTORBI,BSE,Doctors Biotech India Ltd.,INE739D01027,1.00,Delisted,X ,Equity,,,,512079
PARIJAT,BSE,Parijat Trading Ltd.,NA          ,10.00,Delisted,T ,Equity,,,,512087
NIBEORD,BSE,Nibe Ordnance and Maritime Limited,INE425H01016,10.00,Active,XT,Equity,,,,512091
CRANESSOFT,BSE,Cranes Software International Ltd.,INE234B01023,2.00,Active,Z ,Equity,,,,512093
ZFOURDIMDM,BSE,Four Dimensions Securities (India),NA          ,10.00,Delisted,Z ,Equity,,,,512095
SAICOM,BSE,Saianand Commercial Limited,INE092G01024,1.00,Active,X ,Equity,,,,512097
EY,BSE,EYANTRA VENTURES LIMITED,INE750G01019,10.00,Active,XT,Equity,,,,512099
TRIPR,BSE,Triochem Products Ltd.,INE331E01013,10.00,Active,XT,Equity,,,,512101
NIDHGRN,BSE,Nidhi Granites Limited,INE276H01013,10.00,Active,XT,Equity,,,,512103
PROAIMENT,BSE,Proaim Enterprises Limited,INE490J01032,10.00,Delisted,X ,Equity,,,,512105
ZGOLKOND,BSE,Golkonda  Engineering Enterprises L,-,10.00,Delisted,P ,Equity,,,,512107
AVIVA,BSE,Aviva Industries Limited,INE461H01011,10.00,Suspended,XT,Equity,,,,512109
JAHATRADM,BSE,"Jahanri Trades & Finance Ltd.,",NA          ,10.00,Delisted,Z ,Equity,,,,512111
KELVINFIN,BSE,Kelvin Fincap Ltd,INE232N01022,5.00,Delisted,XT,Equity,,,,512113
ROSEMER,BSE,Rose Merc.Limited,INE649C01012,10.00,Active,X ,Equity,,,,512115
TWIROST,BSE,Twin Roses Trades & Agencies Ltd.,INE436U01016,10.00,Active,XT,Equity,,,,512117
ZATULTRD,BSE,"Atulya Trades & Agencies Ltd.,",NA          ,10.00,Delisted,Z ,Equity,,,,512119
DELINFRA,BSE,Delma Infrastructure Limited,NA          ,10.00,Delisted,ZY,Equity,,,,512121
ZSANCHTR,BSE,Sanchana Trading & Finance Ltd.,INE872O01015,10.00,Delisted,P ,Equity,,,,512125
ETPCORP,BSE,ETP Corporation ltd,INE581C01017,10.00,Delisted,B ,Equity,,,,512127
JAYAMEL,BSE,Jayant Mercantile Co. Ltd,INE789G01025,1.00,Delisted,XT,Equity,,,,512129
SIGIND,BSE,Signet Industries Limited,INE529F01035,10.00,Active,B ,Equity,,,,512131
ENSSI,BSE,Ensa Steel Industries Ltd,INE322C01016,10.00,Delisted,Z ,Equity,,,,512135
ZACUMTRD,BSE,Acumen Trading & Investments Ltd.,NA          ,10.00,Delisted,Z ,Equity,,,,512141
ZWALCONS,BSE,"Wall Street Construction Ltd.,",NA          ,10.00,Delisted,Z ,Equity,,,,512143
CREDNFN,BSE,Credential Finance Ltd,NA          ,10.00,Delisted,P ,Equity,,,,512145
KAJALSY,BSE,Kajal Synthetics and Silk Mills Ltd,INE956V01011,10.00,Active,XT,Equity,,,,512147
AVANCE,BSE,Avance Technologies Ltd.,INE758A01072,1.00,Active,X ,Equity,,,,512149
MLINDLTD,BSE,M LAKHAMSI INDUSTRIES LIMITED,INE808W01012,10.00,Active,XT,Equity,,,,512153
TERRAREAL,BSE,Terraform Realstate Limited,INE123V01018,10.00,Active,P ,Equity,,,,512157
SECURKLOUD,BSE,SECUREKLOUD TECHNOLOGIES LIMITED,INE650K01021,5.00,Active,T ,Equity,,,,512161
EXTCO,BSE,Extol Commercial Ltd.,INE670D01016,10.00,Delisted,ZP,Equity,,,,512163
ABANSENT,BSE,ABans Enterprises Limited,INE365O01028,2.00,Active,X ,Equity,,,,512165
MATRAREAL,BSE,Matra Realty Ltd,INE190E01021,5.00,Delisted,Z ,Equity,,,,512167
CAPRICORN,BSE,Capricorn Systems Global Solutions Ltd.,INE968E01012,10.00,Suspended,XT,Equity,,,,512169
PARKAVN,BSE,"Park Avenue Engineering Ltd.,",NA          ,10.00,Delisted,Z ,Equity,,,,512173
VAMA,BSE,Vama Industries Limited,INE685D01022,2.00,Active,X ,Equity,,,,512175
CHMERCN,BSE,"Cherry Mercantile Co. Ltd.,",NA          ,10.00,Delisted,Z ,Equity,,,,512177
SUNTECK,BSE,Sunteck Realty Ltd,INE805D01034,1.00,Active,A ,Equity,,,,512179
HARTF,BSE,"Harisiddha Trading & Finance Ltd.,",INE596C01015,10.00,Delisted,Z ,Equity,,,,512183
IOLN,BSE,IOL Netcom Ltd,INE517C01011,10.00,Delisted,T ,Equity,,,,512185
GRFINDL,BSE,"Greenfield Industreis Ltd.,",NA          ,10.00,Delisted,Z ,Equity,,,,512187
PREMKUT,BSE,Prem Kutir Estates & Properties Ltd,NA          ,10.00,Delisted,P ,Equity,,,,512189
MISHKAFIN,BSE,Mishka Finance and Trading Limited,INE231N01024,1.00,Suspended,XT,Equity,,,,512191
ZDCLSECU,BSE,DCL Securities Limited,NA          ,10.00,Delisted,Z ,Equity,,,,512193
BENTCOM,BSE,Bentley Commercial Enterprises Ltd.,INE496M01017,10.00,Active,P ,Equity,,,,512195
SILVERO,BSE,Silver oak Commercial Ltd.,INE798C01017,10.00,Suspended,Z ,Equity,,,,512197
